"country_id","region_id","subregion_id","date","today_confirmed","today_deaths","today_recovered","today_open_case","today_new_confirmed","today_new_deaths","today_new_recovered","today_new_open_case","yesterday_confirmed","yesterday_deaths","yesterday_recovered","yesterday_open_case"
argentina,argentina,argentina,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
argentina,argentina,argentina,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
argentina,argentina,argentina,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
argentina,argentina,argentina,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
argentina,argentina,argentina,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
argentina,argentina,argentina,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
armenia,armenia,armenia,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
australia,australia,australia,"2020-02-01",12,0,2,0,3,0,0,0,9,0,2,0
australia,australia,australia,"2020-02-02",12,0,2,0,0,0,0,0,12,0,2,0
australia,australia,australia,"2020-02-03",12,0,2,0,0,0,0,0,12,0,2,0
australia,australia,australia,"2020-02-04",13,0,2,0,1,0,0,0,12,0,2,0
australia,australia,australia,"2020-02-05",13,0,2,0,0,0,0,0,13,0,2,0
australia,australia,australia,"2020-02-06",14,0,2,0,1,0,0,0,13,0,2,0
australia,australia,australia,"2020-02-07",15,0,2,0,1,0,0,0,14,0,2,0
australia,australia,australia,"2020-02-08",15,0,2,0,0,0,0,0,15,0,2,0
australia,australia,australia,"2020-02-09",15,0,2,0,0,0,0,0,15,0,2,0
australia,australia,australia,"2020-02-10",15,0,2,0,0,0,0,0,15,0,2,0
australia,australia,australia,"2020-02-11",15,0,2,0,0,0,0,0,15,0,2,0
australia,australia,australia,"2020-02-12",15,0,2,0,0,0,0,0,15,0,2,0
australia,australia,australia,"2020-02-13",15,0,8,0,0,0,6,0,15,0,2,0
australia,australia,australia,"2020-02-14",15,0,8,0,0,0,0,0,15,0,8,0
austria,austria,austria,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
austria,austria,austria,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
azerbaijan,azerbaijan,azerbaijan,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
bahamas,bahamas,bahamas,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
bahrain,bahrain,bahrain,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
bangladesh,bangladesh,bangladesh,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
barbados,barbados,barbados,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
belarus,belarus,belarus,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
belgium,belgium,belgium,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
belgium,belgium,belgium,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
belgium,belgium,belgium,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
belgium,belgium,belgium,"2020-02-04",1,0,0,0,1,0,0,0,0,0,0,0
belgium,belgium,belgium,"2020-02-05",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-06",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-07",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-08",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-09",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-10",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-11",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-12",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-13",1,0,0,0,0,0,0,0,1,0,0,0
belgium,belgium,belgium,"2020-02-14",1,0,0,0,0,0,0,0,1,0,0,0
belize,belize,belize,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
belize,belize,belize,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
benin,benin,benin,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
bhutan,bhutan,bhutan,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0
bolivia,bolivia,bolivia,"2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0
bosnia_and_herzegovina,bosnia_and_herzegovina,bosnia_and_herzegovina,"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0
bosnia_and_herzegovina,bosnia_and_herzegovina,bosnia_and_herzegovina,"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0
bosnia_and_herzegovina,bosnia_and_herzegovina,bosnia_and_herzegovina,"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0
bosnia_and_herzegovina,bosnia_and_herzegovina,bosnia_and_herzegovina,"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0
